
# Table 1 of CTA-861-G: Video Format Timings - Detailed Timing Information

84;		1680;	720;	Prog;	2000;	320;	825;	105;		82.500;		100.00;	165.000;	
91;		2560;	1080;	Prog;	2970;	410;	1250;	170;		125.000;	100.00;	371.250;	
117,119;	3840;	2160;	Prog;	5280;	1440;	2250;	90;		225.000;	100.00;	1188.000;	
127;		5120;	2160;	Prog;	6600;	1480;	2250;	90;		225.000;	100.00;	1485.000;	
200,208;	7680;	4320;	Prog;	10560;	2880;	4500;	180;		450.000;	100.00;	4752.000;	
216;		10240;	4320;	Prog;	13200;	2960;	4500;	180;		450.000;	100.00;	5940.000;	
218;		4096;	2160;	Prog;	5280;	1184;	2250;	90;		225.000;	100.00;	1188.000;	

46;			1920;	1080;	Int;	2200;	280;	1125;		22.5;	67.500;		120.00;	148.500;	
47,71;		1280;	720;	Prog;	1650;	370;	750;	30;		90.000;		120.00;	148.500;	
48,49;		720;	480;	Prog;	858;	138;	525;	45;		62.937;		119.88;	54.000;	
50,51;		1440;	480;	Int;	1716;	276;	525;	22.5;		31.469;		119.88;	54.000;	
63,78;		1920;	1080;	Prog;	2200;	280;	1125;	45;		135.000;	120.00;	297.000;	
85;		1680;	720;	Prog;	2000;	320;	825;	105;		99.000;		120.00;	198.000;	
92;		2560;	1080;	Prog;	3300;	740;	1250;	170;		150.000;	120.00;	495.000;
118,120;	3840;	2160;	Prog;	4400;	560;	2250;	90;		270.000;	120.00;	1188.000;	
193;		5120;	2160;	Prog;	5500;	380;	2250;	90;		270.000;	120.00;	1485.000;	
201,209;	7680;	4320;	Prog;	8800;	1120;	4500;	180;		540.000;	120.00;	4752.000;	
217;		10240;	4320;	Prog;	11000;	760;	4500;	180;		540.000;	120.00;	5940.000;	
219;		4096;	2160;	Prog;	4400;	304;	2250;	90;		270.000;	120.00;	1188.000;	

52,53;		720;	576;	Prog;	864;	144;	625;	49;		125.000;	200.00;	108.00;
54,55;		1440;	576;	Int;	1728;	288;	625;	24.5;		62.500;		200.00;	108.00;

56,57;		720;	480;	Prog;	858;	138;	525;	45;		125.874;	239.76;	108.000;	
58,59;		1440;	480;	Int;	1716;	276;	525;	22.5;		62.937;		239.76;	108.000;	


